state,city,institute_carnegie_classification,school,primary_investigator,Position,website,research_interest,postdoc_wanted
Utah,Salt Lake City,R1,University of Utah,Cynthia Burrows,,,"nucleic acid,oxidative DNA damage,photochemistry,protein nanopores",
Utah,Salt Lake City,R1,University of Utah,Dale Poulter,,,,
Utah,,,Brigham Young University,David Michaelis,,http://www.chem.byu.edu/faculty/david-j-michaelis/,synthetic organic,
Utah,Salt Lake City,R1,University of Utah,Gary Keck,,http://www.chem.utah.edu/directory/keck.php,synthetic organic,
Utah,Salt Lake City,R1,University of Utah,Ilya Zharov,,,"nanoporous materials,hybrid,nanoparticles,surface chemistry,polymers,self assembly,molecular recognition",
Utah,Salt Lake City,R1,University of Utah,Janis Louie,,http://www.chem.utah.edu/directory/louie/research-group/index.php,"transition metal mediated reactions,catalysis,small molecules and polymers,synthetic organic",
Utah,Salt Lake City,R1,University of Utah,Joel Miller,,,"magnetic materials,organometallic",
Utah,Salt Lake City,R1,University of Utah,Jon Rainier,,http://www.chem.utah.edu/directory/rainier/research-group/index.php,"organometallic,synthetic organic",
Utah,,,Brigham Young University,Matt Peterson,,http://www.chem.byu.edu/faculty/matt-a-peterson/,synthetic organic,
Utah,Salt Lake City,R1,University of Utah,Matthew Sigman,,http://www.chem.utah.edu/directory/sigman/research-group/index.php,"catalysts,enantioselective reactions,synthetic organic",
Utah,,X,Brigham Young University,Merritt Andrus,,http://www.chem.byu.edu/faculty/merritt-b-andrus/,synthetic organic,
Utah,Salt Lake City,R1,University of Utah,Ming Chen Hammond,,,"biosensors for live cell imaging,high throuput screening,nucleotide signaling molecules",
Utah,,,Brigham Young University,Paul Savage,,http://www.chem.byu.edu/faculty/paul-b-savage/,synthetic organic,
Utah,Salt Lake City,R1,University of Utah,Peter Stang,,,"supramolecular chemistry,nanoscale molecular architectures,metallacyclic polygons,crystal engineering,iodonium chemistry,reactive intermediates",
Utah,Salt Lake City,R1,University of Utah,Ryan Looper,,http://www.chem.utah.edu/directory/looper/research-group/index.php,"natural product synthesis,synthetic organic",
Utah,Salt Lake City,R1,University of Utah,Shelley Minteer,,,"enzyme bioelectrocatalysis,fuel cells,batteries,electrosynthesis",
Utah,,,Brigham Young University,Steven Castle,,http://www.chem.byu.edu/faculty/steven-l-castle/,synthetic organic,
Utah,,,Utah State University,Tom Chang,,http://ion.chem.usu.edu/~tchang/,synthetic organic,
Vermont,,X,University of Vermont,Jose Madalengoitia,Associate Professor,https://www.uvm.edu/cas/chemistry/profiles/jose-s-madalengoitia,"1,3-diaza-Claisen Rearrangements,guanadine synthesis,synthetic organic",
Vermont,,,University of Vermont,Matthias Brewer,,http://www.uvm.edu/~mbrewer1/,synthetic organic,
Virgina,Blacksburg,,Virginia Polytechnic Institute and State University,Andrew Lowell,,,"natural product synthesis,biosynthetic enzymes,biosynthesis pathways,biocatalysts",
Virgina,Richmond,R1,Virginia Commonwealth University,Ashton Cropp,,,"protein function,genetic code expansion,protein biosynthesis,ubiquitin protein chemistry",
Virgina,Charlottesville,R1,University of Virgina,Cassandra Fraser,,,"materials,polymeric metal complexes,metalloproteins,luminescent boron",
Virgina,Fairfax,R1,George Mason University,Chao Luo,,,"organic alkali-ion batteries,high energy lithium sulfur batteries,all soli state lithium batteries",
Virgina,Charlottesville,R1,University of Virgina,Cliff Stains,,,"fluorescent and luminescent bioprobes,protein folding mechanisms,bioanalytical",
Virgina,Blacksburg,,Virginia Polytechnic Institute and State University,David Kingston,,http://www.kingston.chem.vt.edu/,synthetic organic,
Virgina,Charlottesville,R1,University of Virgina,Dean Harman,,https://sites.google.com/view/the-harman-lab-uva/home,"dearomatization of arenes,synthetic organic",
Virgina,Blacksburg,,Virginia Polytechnic Institute and State University,Emily Mevers,,,natural product total synthesis,
Virgina,Blacksburg,,Virginia Polytechnic Institute and State University,Felicia Etzkorn,,https://chem.vt.edu/people/faculty/teaching-and-research/fetzkorn.html,"natural products,structure elucidation,synthetic organic",
Virgina,,X,Old Dominion University,Guijun Wang,,https://sites.google.com/a/odu.edu/wang-group/,synthetic organic,
Virgina,Blacksburg,,Virginia Polytechnic Institute and State University,Harry Dorn,,,"NMR,analytical,HPLC,EPR,DNP,carbnoneous nanomaterials,nanotubes,fullerenes",
Virgina,Charlottesville,R1,University of Virgina,Huiwang Ai,,,"molecular probes,fluorescnece,bioluminescence,protein engineering",
Virgina,Blacksburg,,Virginia Polytechnic Institute and State University,James Tanko,,,"kinetics and mechanisms,electron transfer reactions,free radicals and radical ions,radical ion rearrangements,oxygen centered radicals",
Virgina,Charlottesville,R1,University of Virgina,John Bushweller,,,,
Virgina,Charlottesville,R1,University of Virgina,John Lazo,,,"ionizing radiation exposure,protein tyrosine phosphatases,RNA libraries",
Virgina,Blacksburg,,Virginia Polytechnic Institute and State University,John Matson,,,"polymer,self assembly,hydrogen sulfide,hydrogel,bottlebrush polymers,dendritic peptides with thermoresponsive properties",
Virgina,Richmond,R1,Virginia Commonwealth University,Josh Sieber,,,"cqatalysts,industrial scale,homogeneous catalysts,green synthesis,olefin activation,heteroatoms",
Virgina,Charlottesville,R1,University of Virgina,Ken Hsu,,,"metabolism of lipids,covalent chemistry,chemical proteomics,metabolomics",
Virgina,Charlottesville,R1,University of Virgina,Lin Pu,,https://chemistry.as.virginia.edu/people/profile/lp6n,"polymer,organometallic,asymmetric catalysis,chiral sensors,optically active,fluorescent sensing,synthetic organic",
Virgina,Richmond,R1,Virginia Commonwealth University,Matthew Hartman,,,"protein protein interaction inhibitors,mRNA display,drug delivery with light,fluorescent sensors",
Virgina,Charlottesville,R1,University of Virgina,Michael Hilinski,,http://www.hilinskilab.com/,"organocatalytic,synthetic organic",
Virgina,Blacksburg,,Virginia Polytechnic Institute and State University,Michael Schulz,,,polymer chemistry,
Virgina,Fairfax,R1,George Mason University,Mikell Paige,,,"drug discovery,dysfunctional enzymes,peptidomimetic inhibitors,kinetic mechanism",
Virgina,Blacksburg,R1,Virginia Polytechnic Institute and State University,Paul Carlier,,https://www.carlierlab.com,synthetic organic,
Virgina,Blacksburg,,Virginia Polytechnic Institute and State University,Paul Carlier,,https://www.carlierlab.com,"ogranolithium and organomagnesium,medicinal,antimalarial,synthetic organic",
Virgina,Blacksburg,,Virginia Polytechnic Institute and State University,Richard Gandour,,,"metal oxides surfaces,bionanoconstructs,responsive thin films",
Virgina,Charlottesville,R1,University of Virgina,Robert Gilliard,,,"bond activation,catalysis,hybrid materials,heterocycles",
Virgina,Charlottesville,R1,University of Virgina,T. Brent Gunnoe,,https://gunnoelab.virginia.edu/,"organometallic,inorganic,homogeneous catalysis,synthetic organic",
Virgina,Richmond,R1,Virginia Commonwealth University,Vladimir Sidorov,,,"supramolecular,electrophysionlogy,nanosize,ligand gates cellular channels,localization and signal amplification",
Virgina,Blacksburg,,Virginia Polytechnic Institute and State University,Webster Santos,,http://www.santosgroup.chem.vt.edu/,"boron,silicon stereoselectivity,peptides,RNA,sphingosine kinase,mitochondrial uncouplers,synthetic organic",
Washington,Seattle,R1,University of Washington,Alshakim Nelson,,,"stimuli responsive materials for 3d printing,soft robotics,sensors,sustainability",
Washington,Pullman,R1,Washington State University,Amy Nielsen,,,enzyme,
Washington,Seattle,R1,University of Washington,Champak Chatterjee,,,click reactions,
Washington,Seattle,R1,University of Washington,Christine Luscombe,,,"Catalysis,clean energy,materials",
Washington,Pullman,R1,Washington State University,ChulHee Kang,,,"pharmacology,biofuel,enzyme mechanism,bioremediation enzyme structure,crystal structure and binding studies",
Washington,Pullman,R1,Washington State University,Cliff Berkman,,,"peptide and peptidase inhibtors,prostate specific membrane inhibitor,phosphorylated amino acid",
Washington,Pullman,R1,Washington State University,Don Matteson,Emeritus,,"stereochemistry,carbon-carbon bond formation,boronic ester",
Washington,Seattle,R1,University of Washington,Dustin Maly,,,"cell signaling,enzymes,intracellular phosphorylation,kinase and phosphatase",
Washington,Seattle,R1,University of Washington,Forrest Michael,,http://depts.washington.edu/chem/people/faculty/michael.html,"chrial ligands,catalysts for C-N bond formation,organometallic,synthetic organic",
Washington,Seattle,R1,University of Washington,Gojko Lalic,,http://faculty.washington.edu/lalic/,"transition metal catalysis,natural product synthesis,catalytic hydrofunctionalization,fluorinated molecules,heterocycles,synthetic organic",
Washington,Pullman,R1,Washington State University,Greg Crouch,,,"bioorganic,enzyme mechanism",
Washington,Pullman,R1,Washington State University,Jeff Jones,,,"aldehyde oxidase,metabolism,P450 enzymes,time dependent inhibition,kinetic models",
Washington,Seattle,R1,University of Washington,Jesse Zalatan,,,"signaling pathways,enzymology,scaffold proteins,metabolic pathways",
Washington,Seattle,R1,University of Washington,Matthow Golder,,,"macromolecular,ernegy,sustainable,cyclic polymers,crosslinked polymer networks,force responsive soft materials",
Washington,Seattle,R1,University of Washington,Michael Gelb,,,"medicinal enzymology,genetic screening,pharmacokinetic",
Washington,Pullman,R1,Washington State University,Ming Xian,,http://xian.chem.wsu.edu/,"natural product synthesis,bioorthogonal reactions for protein identification,bio-based materials,synthetic organic",
Washington,Pullman,R1,Washington State University,Phil Garner,,http://garner.chem.wsu.edu/home,"methods,asymmetric coupling reactions,pyroolidine targets,synthetic organic",
Washington,Seattle,R1,University of Washington,Pradipsinh Rathod,,,"field epidemiology,mechanism of evolution,malaria",
Washington,Pullman,R1,Washington State University,Rock Mancini,,,"polymer,3d printable cell cultures,macromolecular asymmetry",
Washington,Seattle,R1,University of Washington,Samson Jenekhe,,,"green,clean energy,materials",
Washington,Seattle,R1,University of Washington,Tomikazu Sasaki,,,catalysis,
West Virginia,Morgantown,R1,West Virginia University,Björn Söderberg,,https://www.chemistry.wvu.edu/directory/professors/bjorn-soderberg,"transition metal catalyzed reactions,indole synthesis,synthetic organic",
West Virginia,Morgantown,R1,West Virginia University,Brian Popp,,http://community.wvu.edu/~bvpopp/1/Home.html,"mechanism,computational,copper catalysts,diboron reactants,synthetic organic",
West Virginia,Morgantown,R1,West Virginia University,Carsten Milsmann,,,"metal-nitrogen bonds,photoactive transition metals",
West Virginia,Morgantown,R1,West Virginia University,Gregory Dudley,,http://www.dudleychemistry.org/,"natural product total synthesis,synthetic organic",
West Virginia,Morgantown,R1,West Virginia University,Jessica Hoover,Associate Professor,http://community.wvu.edu/~jmhoover/index.html,"metal mediated decarboxylation,arylation reactions,thiolation,cobalt catalyzed aeorbic oxidation,synthetic organic",
West Virginia,Morgantown,R1,West Virginia University,Kung Wang,,https://www.chemistry.wvu.edu/directory/professors/kung-wang,"cascade cyclization,polycyclic aromatic hydrocarbons and helicenes,carbon nanohoops,synthetic organic",
West Virginia,Morgantown,R1,West Virginia University,Margaret Hilton,,,"catalyst design,mechanism,physical organic,noncovalent interactions",
West Virginia,Morgantown,R1,West Virginia University,Mark McLaughlin,"professor, adjunct",,drug discovery,
West Virginia,Morgantown,R1,West Virginia University,Werner Geldenhuys,"associate, adjunct",,mitochondrial dysfunction,
Wisconsin,Madison,R1,University of Wisconsin - Madison,AJ Boydston,,https://boydston.chem.wisc.edu/,"3d printing,functional materials,polymers,synthetic organic",
Wisconsin,Milwaukee,R1,University of Wisconsin - Milwaukee,Alan Schwabacher,,,"molecule binding,biomolecules,combinatorial chemistry",
Wisconsin,Milwaukee,R1,University of Wisconsin - Milwaukee,Alexander Arnold,,,"assay,high throughput screening,data mining,structure activity relationship",
Wisconsin,Madison,R1,University of Wisconsin - Madison,Andrew Buller,,,"protein engineering,biocatalysis,enzymology,natural products",
Wisconsin,Milwaukee,X,Marquette University,Christopher Dockendorff,,https://dockendorfflab.wordpress.com/,synthetic organic,
Wisconsin,Madison,R1,University of Wisconsin - Madison,Clark Landis,,http://landis.chem.wisc.edu/,"homogeneous catalysis,transition metal complexes,kinetics,NMR,theory,computational,synthetic organic",
Wisconsin,Madison,R1,University of Wisconsin - Madison,Daniel Weix,,https://weixgroup.chem.wisc.edu,"catalysts methods,organometallic,Mn Fe,Co,Ni,Cu,radicals,multimetallic catalysts,cross coupling,mechanims studies,synthetic organic",
Wisconsin,Madison,R1,University of Wisconsin - Madison,David Lynn,,,"functional organic materials,macromolecular assemblies,nanoscale materials,interfaces",
Wisconsin,Madison,R1,University of Wisconsin - Madison,Dawei Feng,,,"inorganic,organic hybrid solid state materials,semiconductors for electronic devices,batteries",
Wisconsin,Madison,R1,University of Wisconsin - Madison,Helen Blackwell,,https://blackwell.chem.wisc.edu/,"microwave reactions,solid phase,combinatorial chemistry,host/microbe interactions,synthetic organic",
Wisconsin,Madison,R1,University of Wisconsin - Madison,Ive Hermans,,,"heterogeneous catalysis,catalytic and kinetic studies,mechanisms,in situ spectroscopy",
Wisconsin,Milwaukee,R1,University of Wisconsin - Milwaukee,James Cook,,https://sites.uwm.edu/capncook/,"enantiospecific natural products,hetereocycles,alkaloids,indoles,isoquinolines,synthetic organic",
Wisconsin,Madison,R1,University of Wisconsin - Madison,Jeff Martell,,https://martellgroup.chem.wisc.edu/,"enzyme mimicking catalysis in evolvable 3d scaffolds,synthetic organic",
Wisconsin,Madison,R1,University of Wisconsin - Madison,Jennifer Golden,,https://pharmacy.wisc.edu/golden-lab/,"medicinal,quinazolinone rearrangement,in vivo,antiparasitic compounds,synthetic organic",
